위도,경도,정류장명
35.176837,129.1716081,대림1차아파트
35.17787164,129.1744569,대동아파트
35.17793372,129.1741315,대림1차아파트
35.17707017,129.1719916,대림1차.양운고
35.17788775,129.174313,대동상가
35.17584642,129.1688836,대림3차아파트
35.17407038,129.1672605,양운초등학교
35.17559529,129.1684876,대림아파트406동
35.17424946,129.1673351,양운초교
35.17709407,129.1712062,양운고등학교
35.17519079,129.1806982,신도시시장.아세안문화원
35.16338939,129.1581344,해운대역
35.16281218,129.144815,부산문화여고
35.16329761,129.1414489,요트경기장
35.15768313,129.1514109,동백섬
35.16903923,129.1756573,장산역13번출구
35.17200618,129.1702548,한일아파트
35.17249527,129.1703785,한일아파트
35.16555324,129.1784482,현대아파트
35.16534024,129.1787504,현대아파트
35.17255505,129.1750948,좌동재래시장입구
35.17693592,129.1763768,해운대교육지원청
35.16533688,129.1616356,해운대구청어귀삼거리
35.1653927,129.1617399,해운대구청어귀삼거리
35.1680066,129.182952,영남아파트
35.16631581,129.1839555,SK뷰아파트
35.16523621,129.1850406,경남선경아파트
35.16586281,129.1813296,상록아파트107동앞
35.16741592,129.1813719,대우아파트
35.16744346,129.1812578,대우.상록아파트
35.16503437,129.1810894,SK뷰아파트
35.16374471,129.1794036,해운대보건소
35.1652637,129.1794923,상록아파트
35.16531148,129.1794226,상록아파트
35.1748612,129.1808257,신도시시장.아세안문화원
35.17478212,129.180638,신도시시장.아세안문화원
35.17409255,129.1803438,부흥고.해운대백병원
35.17296888,129.1811219,해운대백병원
35.17361572,129.1806943,부흥고.해운대백병원
35.17639856,129.1792061,동신아파트
35.1775904,129.1771017,동부아파트
35.17751948,129.1773747,동부아파트
35.17753097,129.177269,동부아파트
35.17651338,129.1791269,동신아파트
35.17314497,129.1729563,좌동재래시장
35.16316109,129.1583039,해운대도시철도역
35.16329385,129.1564109,신동아아파트
35.1667001,129.1584289,공작맨션
35.16683671,129.1583626,공작맨션
35.166127,129.1576505,우1치안센터
35.16789995,129.15722,해운대관광고등학교
35.16663977,129.1582619,공작맨션
35.16799181,129.1569194,해운대관광고등학교
35.16601797,129.1574105,우1치안센터
35.1661956,129.1574239,우1치안센터
35.16785731,129.1569685,해운대관광고등학교
35.16073906,129.1643739,파라다이스호텔
35.16062832,129.1419443,요트경기장.경남마리나아파트
35.15910713,129.146979,대우마리나아파트
35.15678683,129.1412238,마린시티
35.15412625,129.1452934,한화리조트
35.16082252,129.1422367,요트경기장.경남마리나아파트
35.15889935,129.1466066,대우마리나아파트
35.16353378,129.1850883,우성빌라트
35.16414731,129.1848094,현우산화맨션
35.16277524,129.1843136,동해사
35.18148317,129.1997145,송정1단지주공
35.18272208,129.2005223,송정해수욕장입구
35.18160853,129.1997978,송정1단지주공
35.17975204,129.1981289,광어골입구
35.17954771,129.1984636,광어골입구
35.1774189,129.1965953,KT송정타워
35.17040412,129.1749901,해운대문화회관
35.16597441,129.1716474,동일아파트
35.16655317,129.1690019,이마트.중동역
35.16654517,129.168879,이마트.중동역
35.16954298,129.1784569,삼정코아아파트
35.16942582,129.1782068,삼정코아아파트
35.1700149,129.1767684,장산역
35.16993251,129.1765752,장산역
35.1704656,129.1753503,장산역.해운대문화회관
35.16612278,129.1712498,동일아파트
35.17689391,129.1967239,KT송정타워
35.17411651,129.1676885,양운초등학교
35.17547676,129.168875,대림3차아파트
35.19094185,129.2150003,롯데아울렛
35.20873074,129.222894,기차여행
35.2053903,129.224034,해광사
35.21487363,129.2222595,연서교회
35.21555947,129.2234119,서암
35.21778492,129.2253886,신암
35.21994344,129.2267224,연화리
35.21596918,129.2238492,서암
35.21511032,129.222353,연서교회
35.2182976,129.2254411,신암
35.22074275,129.2267509,연화리
35.22414038,129.2266771,대변항입구
35.28724615,129.1641734,석길
35.28717037,129.1639039,석길마을
35.2836921,129.1562298,백길마을
35.28704123,129.1638988,석길
35.2833916,129.15586,백길
35.2833097,129.1560253,백길
35.27808795,129.1514687,와여마을
35.27817667,129.15152,와여마을
35.27792412,129.1516174,와여마을
35.27497972,129.1498845,철마면사무소
35.29577219,129.1703296,연꽃공원앞
35.29401712,129.168242,연꽃공원입구
35.29574412,129.1701365,연꽃공원앞
35.29969063,129.1687763,소산마을
35.28937363,129.1679437,웅천
35.29399576,129.1684282,연꽃공원입구
35.31669229,129.1786433,한국폴리텍동부산캠퍼스
35.31664961,129.1760085,매곡리
35.31996942,129.1807012,구연동
35.31694147,129.1790553,한국폴리텍동부산캠퍼스
35.31511008,129.1744778,매곡리
35.31576994,129.1695704,아세아자동차전문
35.30674454,129.1722356,곰내재
35.31414124,129.1699471,기장실버홈
35.30661025,129.1723915,곰내재
35.29956365,129.1686317,소산마을
35.32924026,129.2819229,월내초등학교
35.3293623,129.2822312,월내초등학교
35.32771694,129.2790785,월내농협
35.32767081,129.2790054,월내농협
35.32749948,129.2790804,월내농협
35.32754642,129.2791435,월내농협
35.3174471,129.2418905,좌동삼거리
35.3206519,129.2373011,부산장안고등학교
35.32037003,129.2377413,부산장안고등학교
35.25425246,129.222735,메가마트기장점
35.25183183,129.2208388,기장체육관
35.25409637,129.2226349,메가마트기장점
35.2503554,129.2089455,이진아파트
35.25029394,129.208986,이진아파트
35.24106108,129.2105113,궁전아파트
35.23997189,129.2102016,기장고등학교
35.24106571,129.2102588,궁전아파트
35.24099259,129.2120417,차고지
35.24100542,129.2118333,차고지
35.24149111,129.2177597,기장성당
35.24140893,129.2177802,기장성당
35.24425393,129.2168119,동해선기장역.기장중학교
35.244132,129.2168161,동해선기장역.기장중학교
35.24099505,129.2179599,기장성당
35.24176532,129.2136374,기장전화국
35.24186762,129.213636,기장전화국
35.24108959,129.2151336,아름공원
35.24615991,129.2169449,기장지구대
35.2478263,129.2170038,한신아파트정문
35.24628025,129.2169468,기장지구대
35.24773922,129.2170081,한신아파트
35.24384863,129.2165536,동해선기장역.기장중학교
35.24367278,129.216533,동해선기장역.기장중학교
35.24523267,129.2160923,기장시장
35.23618402,129.2133333,기장종합사회복지관
35.23615722,129.2130745,기장종합사회복지관
35.23680781,129.2181847,청강사거리
35.23623253,129.2173671,청강사거리
35.2501375,129.2171675,기장도서관
35.2502094,129.2171777,기장도서관
35.2500661,129.2168218,기장도서관
35.2500381,129.2169162,기장도서관
35.24982343,129.2168846,기장도서관
35.24988519,129.2168686,기장도서관
35.25018473,129.2148345,한신아파트후문
35.25268326,129.2158808,교리
35.24778421,129.2167228,한신아파트정문
35.24629421,129.2166459,기장지구대
35.24617027,129.2166432,기장지구대
35.24787827,129.2167225,한신아파트
35.23968833,129.2204635,죽성사거리
35.22477335,129.2282593,대변
35.2239199,129.2263317,대변항입구
35.23792642,129.2149417,기장읍사무소
35.23766196,129.2149453,기장읍사무소
35.35751014,129.1414335,월평교차로
35.35527397,129.148043,두명마을
35.3584213,129.1414864,월평교차로
35.14439282,129.0482457,안창마을입구
35.14414295,129.0502718,호천마을입구
35.14547959,129.0512802,서호정사
35.14349157,129.0485018,삼화약국
35.14060254,129.0488846,범일초등학교
35.14354232,129.048427,삼화약국
35.14077398,129.0488643,범곡새마을금고
35.14551498,129.0465857,안창마을입구
35.14600474,129.042347,안창마을종점
35.14450784,129.0479931,안창삼거리
35.14556627,129.0464568,보각사
35.14596502,129.0424963,동구종합사회복지관
35.12946785,129.0486843,동부경찰서
35.12859824,129.0461721,수정시장
35.13125641,129.0470349,수정초등학교
35.1310634,129.046968,수정초등학교
35.12254824,129.0403584,(구)성분도병원
35.11792622,129.0377286,초량지구대
35.11991401,129.0356547,(구)해룡약국
35.12020421,129.0336995,초량6동주민센터
35.12061036,129.0384774,부산고교
35.11968113,129.0318436,초량어린이집
35.1195063,129.0388219,부산고교
35.11796453,129.037998,초량지구대
35.12484024,129.0390241,수정1동공영주차장
35.12393281,129.0399311,한림유치원
35.12674209,129.045081,동구청
35.12724245,129.0408077,수정아파트
35.12657113,129.0395126,동구노인종합복지관.묘심사
35.13028734,129.040702,수정2동
35.12742535,129.0370895,수정아파트5동
35.12764692,129.0378464,수정아파트중간계단
35.12804639,129.0391097,백련정사입구
35.1273822,129.0387264,수정4동(종점)
35.14582207,129.0419428,동구종합사회복지관
35.14477694,129.0403457,안창마을
35.12647814,129.0453751,고관입구
35.1276755,129.04555,동구청.우체국
35.12710845,129.0464455,부산진역1번출구
35.12903716,129.0468778,수정시장
35.12894177,129.0467753,수정시장
35.12681228,129.0448283,동구청
35.12951534,129.0411366,수정2동
35.13178573,129.0419847,동여중
35.12765226,129.0548772,남해지방해양경찰청
35.14670783,129.0588964,범내골역3번출구.춘해병원
35.14200911,129.0551364,부산범천교회
35.14200868,129.0553939,범천교회
35.14355267,129.0561925,경남아파트
35.14432558,129.0560871,경남아파트
35.13960572,129.0617944,축복예식장
35.13825857,129.0624629,시민회관.동부산우체국
35.1388906,129.0624732,시민회관.동부산우체국
35.14091479,129.0605433,자유.평화시장
35.14099813,129.0604636,"자유,평화시장"
35.13737074,129.0624202,부산진성공원
35.13756719,129.0650413,부산시민회관
35.13973396,129.0637919,한양아파트
35.14057007,129.0631308,범5호교
35.14105106,129.0639072,조방면옥
35.1415152,129.061859,국밥골목
35.14149121,129.060251,평화시장
35.14154446,129.0635739,하모니웨딩타운
35.13297698,129.0594497,오션브릿지
35.13587937,129.062904,부산진성공원
35.13463724,129.0608085,부산진성공원
35.13204207,129.0595382,보급창
35.13913388,129.0566812,한성기린아파트
35.13936817,129.0566929,한성기린아파트
35.13534754,129.0551343,좌천동가구거리(좌천역)
35.138095,129.0612783,국제호텔
35.13754558,129.0592028,부산진시장입구
35.13892595,129.0608784,범일동국민은행
35.13891657,129.0604551,(구)영남예식장
35.13137842,129.0572241,대양산업·하버시티
35.13121429,129.0551245,범일5동주민센터
35.13094116,129.0547222,범일5동주민센터
35.13125542,129.0588871,대양산업·하버시티
35.13102114,129.0557531,두산위브
35.13125893,129.0587318,대양산업·하버시티
35.13031861,129.0542349,범일5동주민센터
35.1274789,129.0544724,남해지방해양경찰청
35.13042096,129.0542133,범일5동주민센터
35.12951832,129.0543003,동부경찰서방범순찰대
35.12767719,129.0544624,남해해양경비안전본부
35.14198207,129.0567416,범곡교차로
35.14071798,129.056323,범곡교차로
35.14008672,129.0562938,범곡교차로
35.08297634,129.0414306,부산보건고
35.09311361,129.0515467,봉래동
35.09372689,129.0529215,봉래2동마을건강센터
35.09397172,129.0543299,영월사
35.09426827,129.0567377,청학고개
35.09263942,129.0501032,센트럴에일린의뜰
35.09230916,129.0494699,센트럴에일린의뜰
35.10289012,128.9751842,사하구청.당리역
35.10299333,128.9752283,사하구청
35.1044662,128.9704326,낙동초등학교
35.104924,128.9695,하단시장입구
35.1083515,128.977549,반도보라아파트
35.10952295,128.9811415,동원아파트상가
35.10950947,128.9802273,혜성아파트
35.1059364,128.9746702,당리시장
35.10546573,128.9746562,당리시장
35.10520482,128.9746053,당리시장
35.104288,128.9761033,푸르지오아파트
35.10436182,128.9721059,당리역
35.08236928,128.969864,장림시장번영1길
35.08242011,128.9681221,장림시장번영2길
35.08078609,128.968021,장림시장
35.08059637,128.9702691,장림중소기업은행
35.08056777,128.972273,장림우체국
35.08103808,128.9676257,장림시장
35.0808532,128.9679207,장림시장
35.08059123,128.9701851,중소기업은행
35.08056655,128.9723459,중앙병원
35.08275245,128.9656782,장림1동행정복지센터
35.08274931,128.9659686,장림1동주민센터
35.10435842,128.9725913,삼창아파트
35.10370129,128.970838,영락교회
35.10452106,128.97135,낙동초등학교
35.10487441,128.9703232,낙동초등학교
35.10505623,128.9699073,하단오거리
35.08265417,128.9686923,장림시장번영2길
35.09283838,128.9780541,한성기린아파트
35.10551825,129.0037144,(구)괴정2치안센터
35.10394404,129.001138,대티역
35.10385594,129.0013389,대티역
35.10551473,129.0040271,(구)괴정2치안센터
35.10315095,128.9995321,괴정초등학교.대티역
35.0980835,128.9604214,하남초등교
35.09527265,128.9600725,신평역
35.09524168,128.960357,신평역
35.09000129,128.9615942,서부정비
35.10465863,128.9585542,강변아파트
35.10357408,128.9604253,햇님공원
35.10138169,128.9580533,가락타운2.3단지
35.08046014,128.9627305,사하구민 장례식장
35.10388794,128.9637595,하단1동주민센터
35.11363255,128.9660513,동아대학교정문
35.05883818,128.9746821,다대초등학교
35.0587888,128.9747241,다대큰샘
35.06552808,128.9812375,다대코오롱아파트
35.06637814,128.9796633,다대롯데캐슬블루
35.06645604,128.9796581,다대롯데캐슬블루
35.06769889,128.9793331,다대롯데캐슬블루
35.06775299,128.9792649,다대롯데캐슬블루
35.06426621,128.9793505,낫개역
35.06226891,128.9771674,다대현대아파트
35.0643447,128.9793443,낫개역
35.06221493,128.9771005,다대현대아파트
35.06328062,128.9827947,다송중학교
35.06335378,128.9827432,다송중학교
35.06162378,128.9848854,두송복지관
35.06133424,128.9856357,주공4지구117
35.06295823,128.986181,주공4지구120
35.06536262,128.9846986,국제그린아파트
35.06741752,128.9832525,국제그린아파트2
35.06412965,128.9860264,다송아파트
35.06526241,128.9844124,국제그린아파트
35.06727696,128.9830344,국제그린아파트2
35.06392567,128.9859979,다송아파트
35.06860262,128.9800381,다송초등학교
35.06773949,128.9817836,삼환2차아파트
35.05124248,128.9627571,다대5지구복지회
35.05304551,128.9618797,롯데캐슬입구
35.05155991,128.9608222,몰운대성당
35.05235316,128.960948,몰운대아파트
35.05366426,128.9623493,롯데캐슬입구
35.05681696,128.9567257,강림인슈
35.11409622,128.9626186,을숙도초등학교
35.11465428,128.9626243,을숙도초등학교
35.0861217,128.9793801,신평
35.11569972,128.9677682,공과대학
35.11607014,128.9672293,공대2호관
35.11478506,128.9658828,대학본부
35.11370015,128.9653043,동아대학교정문
35.11247383,128.9659944,부산여고
35.05183822,128.9671489,몰운대아파트10
35.10397202,129.006862,금화맨션
35.10376178,129.0060129,동보하이츠아파트(사하구치매안심센터)
35.10455206,129.009382,아미까치공영주차장
35.10503713,128.9833216,대암아파트
35.10391559,128.9819461,사동초등학교
35.10543635,128.9840673,삼성타워
35.10513171,128.983221,대암아파트
35.10555418,128.9841347,삼성타워
35.10323305,128.9831782,사하중학교
35.09937318,128.9886722,괴정자유아파트
35.09939395,128.9890842,서화의원
35.17552265,129.1689649,대림아파트406동
35.1762766,129.1703979,주공아파트
35.17344422,129.1680232,신성아파트
35.1734146,129.1682219,신성아파트
35.18017873,129.1773249,한마음스포츠센터
35.1654314,129.1603441,우일시장
35.1540544,129.1455329,한화리조트
35.17399198,129.1642092,부대앞
35.16869001,129.182715,영남아파트
35.16530269,129.1621547,해운대구청어귀삼거리
35.16540224,129.1623313,스펀지
35.16143415,129.1726881,미포.문탠로드입구
35.16145423,129.1727749,미포.문탠로드입구
35.16163202,129.1646121,해운대온천사거리
35.16167657,129.1646835,해운대온천사거리
35.16106175,129.1634543,해운대온천사거리
35.16541262,129.15994,우일시장
35.16168449,129.1875672,새터
35.16127114,129.1897811,슈퍼앞
35.16068228,129.19269,청사포
35.16298847,129.1867687,해월정사
35.16087313,129.1756698,중동119안전센터
35.16131869,129.1760768,중동우체국
35.16081587,129.1758221,주공입구
35.15911218,129.1765013,일신하일라빌라.경동메르빌골드
35.15919917,129.1766472,일신하일라빌라.경동메르빌골드
35.15772725,129.1802841,해월정입구.힐사이드슈퍼
35.15846494,129.1809047,달맞이요양병원
35.15782721,129.1801579,해월정입구.힐사이드슈퍼
35.15852633,129.1807294,달맞이요양병원
35.15994694,129.182149,송림마트
35.15968412,129.1817276,송림마트
35.16042774,129.1825712,달맞이성당
35.16047519,129.1823646,달맞이성당
35.16158268,129.1835315,추리문학관
35.16165283,129.1833782,추리문학관
35.1627103,129.1844798,동해사
35.20413577,129.1200719,반여동탑마트
35.20394362,129.1201939,삼어교입구.선수촌아파트
35.20077354,129.1191137,장산초등학교
35.19870005,129.1183417,한화꿈에그린아파트
35.20083543,129.1191143,반여1동주민센터
35.19476676,129.20516,브라보주유소
35.19081247,129.2041362,송정2휴먼시아
35.18722883,129.202474,동해선송정역
35.18441461,129.2011819,송정해수욕장입구
35.18738901,129.2025387,송정역
35.19497333,129.20634,차고지
35.17986898,129.1233542,동해선센텀역
35.17757425,129.1252262,포스코앞교차로
35.1944933,129.1190188,왕자맨션
35.19240608,129.1328797,혜성골든아파트
35.19119771,129.1330819,재송글로리아파트
35.19086264,129.1346414,세명그린아파트
35.19266758,129.1337877,장산.동국아파트
35.1898868,129.1273859,KT재송지사
35.2105488,129.1253431,반석초등학교
35.19502378,129.1184694,왕자맨션
35.19493206,129.1184439,영원프라자
35.19433295,129.1191808,왕자맨션
35.07684954,128.983651,삼경아파트후문
35.07853141,128.9823514,부경보건고등학교
35.07875876,128.9810419,장림여중
35.07854985,128.9820948,부경보건고등학교
35.07699271,128.9829876,삼경아파트후문
35.07859028,128.9810145,장림여중
35.07873834,128.9799115,협진태양맨션
35.07870015,128.9793004,협진태양맨션
35.08045878,128.9777358,장림2치안센터
35.07212884,128.9712493,강남아파트
35.07092397,128.9709576,국제마마아파트
35.06947551,128.9717864,벽산마마아파트
35.07215891,128.9711051,강남아파트
35.07091418,128.9708519,국제마마아파트
35.0733468,128.9720774,협성르네상스
35.07016032,128.9727794,벽산아파트
35.0690661,128.9749875,동원자동차정비공업사
35.06906279,128.9748928,103번종점
35.06897778,128.9772706,자연병원
35.06963935,128.9718977,벽산마마아파트
35.07043421,128.9729779,벽산아파트
35.073375,128.9730761,협성르네상스타운아파트
35.10876133,128.9421777,부산현대미술관
35.10034363,128.9769114,동매교사거리
35.09658684,128.9811425,사남초등학교
35.09650085,128.9835899,사남신익아파트
35.09615475,128.9786079,신평배고개
35.09658461,128.9810443,사남초교
35.09650734,128.9834991,신익빌라
35.09627037,128.9790801,신평배고개
35.09356476,128.9737806,신평
35.09576888,128.9774778,신평배고개
35.09570835,128.9774311,신평배고개
35.09306107,128.9777486,한성기린APT
35.07902687,128.990492,원영조선
35.15627418,129.0044248,양지마을
35.15541806,129.0049157,창신주택
35.15423197,129.005147,양지공원
35.15378902,129.0109941,한일유앤아이아파트
35.14938818,129.0040571,주례럭키아파트
35.14758855,129.0062684,동주초등학교
35.14650578,129.0077827,글로벌빌리지 스포츠센터
35.14760218,129.0064234,동주초등학교
35.14664264,129.0076818,글로벌빌리지 스포츠센터
35.14660098,129.0091071,동서대KIT생활관
35.14654078,129.0081357,동서대글로벌빌리지
35.14668007,129.010324,동서대후문
35.14763634,129.0105259,세일마트
35.14810596,129.0103073,세일마트
35.14897685,129.0103867,주례2동주민센터
35.15090312,129.0107956,냉정역5번출구
35.15101834,129.0121579,냉정역
35.15023955,129.0102673,주례2동행정복지센터
35.15070403,129.0115231,트윈빌딩
35.15108542,129.0131125,냉정역1번출구
35.15131689,129.0158819,태화주유소
35.15115362,129.0140182,성일주유소
35.14942513,129.0126985,냉정시장
35.15009927,129.0128029,냉정역
35.149138,129.0128944,냉정시장
35.14823368,129.0128119,경남정보대학교
35.1465271,129.0129471,광우맨션
35.14791735,129.0130205,주례중학교
35.14563399,129.0140145,주례여자고등학교
35.15550563,129.0011513,주례청구아파트110동
35.15501801,128.9992749,주례청구아파트정문
35.14512613,129.0031925,일신주택
35.14537092,129.002273,일신주택입구
35.14540297,129.0013653,주례벽산아파트
35.14549839,129.002274,일신주택입구
35.14551678,129.0015793,주례벽산아파트
35.14436082,129.0145788,동서대입구
35.14445762,129.0118206,동서대학교
35.18180038,128.9793107,부산솔빛학교
35.18027938,128.9789373,조광페인트
35.17876165,128.9783867,사상중앙병원
35.17778592,128.9783163,사상중앙병원
35.13726849,128.9936795,구학초등학교
35.184566,129.0011826,모라주공아파트
35.15529065,128.9790647,럭키슈퍼
35.15508376,128.9802819,감전동주민센터
35.18474352,129.0011876,모라주공아파트
35.18471734,129.0014091,시내버스종점
35.16230942,128.9818876,파라곤호텔
35.32103524,129.2423366,원자력의학원
35.32086308,129.242112,원자력의학원
35.3128699,129.2438699,좌천삼거리
35.31455905,129.2433698,장안제일고등학교
35.31448166,129.2434138,장안제일고등학교
35.31297159,129.2438494,좌천삼거리
35.23780904,129.1731354,안평.고촌
35.23955527,129.169802,고촌주택단지
35.24622995,129.1799719,철마삼거리
35.24262479,129.1767542,안평차량기지
35.2459472,129.1795809,철마삼거리
35.24270212,129.1767905,안평차량기지
35.23807792,129.1730302,안평.고촌
35.23804122,129.1729398,안평.고촌
35.2357414,129.1597889,대진여객.고촌역
35.23776218,129.1730493,안평.고촌
35.23933215,129.1698116,고촌주택단지
35.23534139,129.1591831,고촌역.대진여객
35.23573608,129.1580897,대진여객.고촌역
35.23570208,129.1580025,고촌역
35.25051187,129.1838572,안평삼거리
35.24611728,129.1793425,철마삼거리
35.24596901,129.1791811,철마삼거리
35.25311031,129.205012,만화리입구
35.25657809,129.1995571,만화리
35.25313674,129.2049237,만화리입구
35.25300751,129.2042708,만화리입구
35.25297724,129.1926736,농업기술센터
35.25299804,129.1927486,농업기술센터
35.25298844,129.191806,농업기술센터
35.25040469,129.1891556,만화리영락동산
35.25295442,129.1917303,농업기술센터
35.25034579,129.1890898,만화리영락동산
35.25028827,129.1894075,만화리영락동산
35.25035356,129.1894582,만화리영락동산
35.23392455,129.2129589,부산대청중학교
35.21743445,129.210872,연화교차로
35.21696298,129.2124736,연화교차로
35.24329163,129.2229994,기장군청
35.2419458,129.2265505,신천
35.24449992,129.2414369,기장실버타운
35.2445525,129.2381518,신앙촌
35.2436939,129.2433697,원죽1구
35.24312261,129.2228472,기장군청
35.24174531,129.2267992,신천
35.24195313,129.220712,죽성사거리
35.32227833,129.1855667,중앙중학교
35.0940957,129.0465983,교통순찰대.센트럴에일린의뜰
35.09330626,129.0431487,영도봉래시장
35.09343993,129.0427941,봉래시장
35.09449453,129.0442357,미광아파트
35.0936158,129.0432,미광마린타워
35.09394712,129.0423846,부산대교입구
35.09154296,129.0410323,영도우체국
35.09168765,129.0392207,대교사거리
35.09160976,129.0391745,대교사거리
35.09271672,129.0387085,대교동
35.09299082,129.0399407,구민장례식장
35.09400141,129.0405077,영광골든타워
35.08945564,129.0446442,영도초등학교
35.08477532,129.042137,영선위교차로
35.08460764,129.042038,영선동윗로터리
35.08532114,129.0428705,영선위교차로
35.08554256,129.0423867,영선위교차로
35.08629169,129.0403412,영선아랫교차로
35.08611954,129.0400258,영선아랫교차로
35.08917852,129.0386084,남항동
35.09090761,129.0481582,영도배수지
35.09196131,129.0525553,시영아파트
35.09106768,129.0569392,영광아파트
35.09190424,129.0506397,삼거리슈퍼
35.09102893,129.0375102,깡깡이예술마을
35.08961379,129.0378958,(구)전차종점
35.09098082,129.0352456,대동대교맨션
35.09028569,129.0366812,토토볼링장
35.09247625,129.0329257,대평동
35.09184487,129.033752,진주슈퍼
35.08830886,129.0427153,남항시장
35.08958066,129.0433757,영선119안전센터
35.0886198,129.042859,남항시장
35.08733332,129.0417051,영선2동행정복지센터
35.08874935,129.0408822,GS25
35.08847538,129.0416294,남항동농협
35.08913117,129.039871,세븐일레븐
35.09121396,129.044299,해동병원
35.09173366,129.0445848,해동병원
35.09026638,129.044133,영선1동주민센터
35.0901588,129.0431914,영선119안전센터
35.09162759,129.041614,영도우체국
35.09148066,129.0420142,영도우체국
35.09199914,129.0405819,영도병원
35.09120054,129.0427815,영도소방서
35.09559818,129.0536148,봉학초등학교
35.09724964,129.0555272,신도브래뉴아파트
35.09504787,129.0507605,한성맨션
35.09447588,129.050117,한성맨션
35.09573948,129.0446493,홈플러스
35.08867127,129.0472512,외나무약국
35.08751799,129.0467092,남해숯불갈비
35.08856298,129.0472094,외나무약국
35.08830315,129.0468633,외나무약국
35.08782143,129.046628,남해숯불갈비
35.0883745,129.0469087,외나무약국
35.09358727,129.0465121,교통순찰대.센트럴에일린의뜰
35.09200165,129.0442436,해동병원
35.09340988,129.0436959,봉래동교차로
35.08111638,129.042841,영남교회
35.08023511,129.0443772,흰여울문화마을
35.08010123,129.0443365,흰여울문화마을
35.08015482,129.0441314,흰여울문화마을
35.08854835,129.0407903,GS25
35.08821874,129.0417065,남항동농협
35.0889106,129.0398115,세븐일레븐
35.0891148,129.0382883,남항동
35.08979118,129.038031,(구)전차종점
35.09302932,129.0378327,영도경찰서
35.0929331,129.0381016,영도경찰서
35.08791011,129.0440577,강남병원
35.08749003,129.0440388,강남병원
35.08750215,129.0435982,강남병원
35.08662774,129.0431206,탑마트
35.08779426,129.0434708,강남병원
35.08339079,129.045451,신선동주민센터
35.0818515,129.0450643,명신교회
35.08598487,129.04619,남도여중
35.08386563,129.0453478,신선동주민센터
35.08209514,129.0457828,중복도로입구
35.08355626,129.0465916,신선초등학교입구
35.08433028,129.0469211,신선영광아파트
35.08358597,129.0464188,신선초등학교입구
35.08502341,129.0471809,샛별아파트
35.08430301,129.0467578,신선영광아파트
35.08570573,129.0473869,금잔디길삼거리
35.08511889,129.0470253,샛별아파트
35.08640382,129.047573,신선아파트
35.08571467,129.0472037,금잔디길삼거리
35.08716534,129.0477931,매일유업
35.08641721,129.0474192,신선아파트
35.08773835,129.0479559,산제당입구
35.08719657,129.047607,매일유업
35.08860259,129.048226,형제슈퍼
35.08788214,129.0478389,산제당입구
35.08862677,129.0480465,형제슈퍼
35.11011915,128.9832923,동원베네스트1차아파트
35.10963792,128.9817719,동원아파트상가
35.11052955,128.9838546,동원베네스트2차아파트
35.10558361,128.9896775,이화한증막
35.10420097,128.9896977,자유2차후문
35.10323653,128.9899812,자유3차아파트
35.10466702,128.9894592,효산신대우빌라
35.10440987,128.9910337,양지마을
35.10536812,128.9903522,해인정사입구
35.20055923,129.0685695,OK슈퍼
35.20102849,129.0706515,백제약국
35.20111715,129.0716328,농심가
35.20147922,129.0726165,동남.동원아파트
35.20191199,129.0737341,금정시장
35.2014109,129.0719946,농심가
35.20166694,129.0726931,동남.동원아파트
35.20243794,129.0750347,광제약국
35.20208011,129.0737833,금정시장
35.20267192,129.0751678,동영아파트
35.20363413,129.0755259,대우아파트
35.2035502,129.075347,대우아파트
35.20581264,129.0751158,동래럭키아파트
35.20565805,129.0901798,동래교육청후문
35.2062896,129.0911012,동호탕
35.20676497,129.0933952,코끼리유치원
35.20675065,129.0918244,한국상사
35.2013346,129.0983382,충렬사역.서원시장
35.20041659,129.1079961,충렬아파트
35.20213017,129.1084703,충렬중학교
35.20209667,129.1109158,혜화여고.충렬고
35.2033008,129.1096815,충렬고등학교후문
35.20199428,129.110726,혜화여고.충렬고
35.20342481,129.1093165,충렬고등학교후문
35.20209377,129.1106382,혜화여고.충렬고
35.20493016,129.1051462,명장1동행정복지센터
35.20485551,129.1058749,명장1동새마을금고
35.20469529,129.1076929,명장시장
35.1991657,129.1123438,충렬초등학교
35.20051005,129.1124563,충렬초등학교
35.20584586,129.091968,내성상회
35.21512004,129.0774941,전자공고
35.21498797,129.0774164,부산전자공업고등학교
35.21252349,129.0787143,명륜역
35.21461142,129.0791781,신화아파트
35.21578883,129.0798078,동래더샵아파트
35.18334229,129.1154712,기점
35.10816797,129.1163782,해군예비군훈련장
35.10475419,129.1182566,SK뷰아파트104동입구
35.12399877,129.1123634,이기대입구
35.12434846,129.1124032,이기대입구.용호복지회관
35.12139501,129.1121277,용호3동주민센터
35.1262697,129.1103642,용문중학교
35.1262069,129.1104925,용문중학교
35.14253706,129.0642584,무지개다리
35.14180733,129.0647806,성동아파트
35.14269527,129.0656035,문현동
35.14482211,129.0642662,이마트문현점
35.14311711,129.0636459,범2호교
35.14548053,129.0670469,국제금융센터.부산은행역
35.14751486,129.0669441,문전교차로
35.14538276,129.0670473,국제금융센터.부산은행역
35.14711825,129.0670034,문전교차로
35.14310955,129.0665166,성동초등학교입구
35.14471797,129.0664802,국제금융센터.부산은행역
35.14320216,129.0665067,성동초등학교입구
35.13478895,129.0668413,문현교차로
35.13959047,129.0674754,삼성아파트.문현역
35.13847579,129.0678722,문현역
