시군구,번지,본번,부번,건물명,전월세구분,전용면적(㎡),계약년월,보증금(만원),월세금(만원),층,건축년도,시도,구,법정동,산여부,법정동코드,PNU
부산광역시 사하구 하단동,500-49,0500,0049,에덴밸리,월세,15.51,202603,"2,000",28,10,2020,부산광역시,사하구,하단동,0,2638010300,2638010300005000049
부산광역시 연제구 거제동,676-67,0676,0067,엘리트빌Ⅳ,월세,20.745,202603,"10,000",10,5,2023,부산광역시,연제구,거제동,0,2647010100,2647010100006760067
부산광역시 동래구 온천동,1441-41,1441,0041,동래하이빌,월세,18.395,202603,300,38,3,2013,부산광역시,동래구,온천동,0,2626010800,2626010800014410041
부산광역시 동래구 온천동,1443-10,1443,0010,성우해피,월세,22.42,202603,"1,000",47,3,2015,부산광역시,동래구,온천동,0,2626010800,2626010800014430010
부산광역시 연제구 거제동,894-5,0894,0005,골드빌,월세,15.88,202603,500,34,3,2011,부산광역시,연제구,거제동,0,2647010100,2647010100008940005
부산광역시 부산진구 양정동,254-5,0254,0005,보성오페라1차,월세,16.41,202603,300,31,3,2012,부산광역시,부산진구,양정동,0,2623010100,2623010100002540005
부산광역시 영도구 동삼동,231-44,0231,0044,참좋은,월세,14.58,202603,200,30,2,2013,부산광역시,영도구,동삼동,0,2620012100,2620012100002310044
부산광역시 부산진구 부전동,420-9,0420,0009,더테라,월세,18.2,202603,500,45,5,2011,부산광역시,부산진구,부전동,0,2623010300,2623010300004200009
부산광역시 영도구 봉래동3가,140-2,0140,0002,동승벨라지오,월세,19.81,202603,500,40,7,2012,부산광역시,영도구,봉래동3가,0,2620011700,2620011700001400002
부산광역시 부산진구 개금동,540-222,0540,0222,태림빌,월세,21.81,202603,"1,500",30,2,2012,부산광역시,부산진구,개금동,0,2623011100,2623011100005400222
부산광역시 남구 대연동,1721-11,1721,0011,성산로즈빌,월세,15.16,202603,500,32,2,2012,부산광역시,남구,대연동,0,2629010600,2629010600017210011
부산광역시 중구 영주동,280-11,0280,0011,동국쉐르빌,월세,29.64,202603,"8,500",25,1,2022,부산광역시,중구,영주동,0,2611010100,2611010100002800011
부산광역시 동래구 온천동,1380-14,1380,0014,더베스아이,월세,15.92,202603,500,33,3,2016,부산광역시,동래구,온천동,0,2626010800,2626010800013800014
부산광역시 해운대구 재송동,1073-3,1073,0003,051CENTUM,월세,29.9,202603,"2,000",38,5,2018,부산광역시,해운대구,재송동,0,2635010400,2635010400010730003
부산광역시 부산진구 전포동,355-42,0355,0042,블루스카이,월세,19.87,202603,300,42,3,2013,부산광역시,부산진구,전포동,0,2623010200,2623010200003550042
부산광역시 동래구 사직동,345-3,0345,0003,골드캐슬,월세,19.31,202603,500,43,3,2015,부산광역시,동래구,사직동,0,2626010900,2626010900003450003
부산광역시 동래구 온천동,1414-20,1414,0020,태성샤인빌,월세,27.59,202603,200,60,3,2017,부산광역시,동래구,온천동,0,2626010800,2626010800014140020
부산광역시 동래구 사직동,64-22,0064,0022,스테이인사직,전세,18.16,202603,"13,500",0,5,2024,부산광역시,동래구,사직동,0,2626010900,2626010900000640022
부산광역시 부산진구 전포동,201-24,0201,0024,정원스카이4차,월세,25.95,202603,300,42,5,2012,부산광역시,부산진구,전포동,0,2623010200,2623010200002010024
부산광역시 북구 덕천동,321-2,0321,0002,(321-2),월세,14.0,202603,"1,000",30,2,2015,부산광역시,북구,덕천동,0,2632010400,2632010400003210002
부산광역시 동래구 안락동,411-7,0411,0007,오페라,월세,15.326,202603,"2,000",30,5,2022,부산광역시,동래구,안락동,0,2626010200,2626010200004110007
부산광역시 부산진구 양정동,95-25,0095,0025,영지마을,월세,12.15,202603,"1,900",30,8,2012,부산광역시,부산진구,양정동,0,2623010100,2623010100000950025
부산광역시 사상구 주례동,74-46,0074,0046,동이빌,월세,16.5873,202603,"1,000",36,8,2018,부산광역시,사상구,주례동,0,2653010600,2653010600000740046
부산광역시 연제구 연산동,711-5,0711,0005,수목하우스나동,전세,18.24,202603,"5,000",0,2,2015,부산광역시,연제구,연산동,0,2647010200,2647010200007110005
부산광역시 연제구 연산동,1492-7,1492,0007,캐슬하우스,월세,17.13,202603,500,28,3,2011,부산광역시,연제구,연산동,0,2647010200,2647010200014920007
부산광역시 연제구 연산동,1310-22,1310,0022,유림가온빌,월세,16.47,202603,300,32,5,2012,부산광역시,연제구,연산동,0,2647010200,2647010200013100022
부산광역시 사상구 괘법동,525-13,0525,0013,타임캐슬,월세,16.2,202603,500,25,3,2014,부산광역시,사상구,괘법동,0,2653010400,2653010400005250013
부산광역시 연제구 연산동,1502-22,1502,0022,청목강물처럼,월세,16.41,202603,500,30,2,2013,부산광역시,연제구,연산동,0,2647010200,2647010200015020022
부산광역시 연제구 연산동,1405-25,1405,0025,하이트빌B동,월세,16.38,202603,500,40,4,2012,부산광역시,연제구,연산동,0,2647010200,2647010200014050025
부산광역시 연제구 연산동,708-17,0708,0017,유림그린빌,월세,16.77,202603,300,35,5,2014,부산광역시,연제구,연산동,0,2647010200,2647010200007080017
부산광역시 사상구 주례동,92-40,0092,0040,태영아너스Ⅱ,월세,14.51,202603,"2,000",30,3,2023,부산광역시,사상구,주례동,0,2653010600,2653010600000920040
부산광역시 연제구 연산동,485-3,0485,0003,센텀하우스,월세,18.55,202603,500,45,2,2013,부산광역시,연제구,연산동,0,2647010200,2647010200004850003
부산광역시 수영구 광안동,120-147,0120,0147,화이트하우스2,월세,24.28,202603,"2,000",35,5,2015,부산광역시,수영구,광안동,0,2650010400,2650010400001200147
부산광역시 수영구 광안동,1040-16,1040,0016,모르하우스2,월세,18.885,202603,"1,000",40,4,2017,부산광역시,수영구,광안동,0,2650010400,2650010400010400016
부산광역시 수영구 광안동,189-3,0189,0003,광안비치빌1,월세,18.49,202603,200,14,4,2011,부산광역시,수영구,광안동,0,2650010400,2650010400001890003
부산광역시 수영구 광안동,120-62,0120,0062,영하우스,전세,22.71,202603,"10,000",0,5,2018,부산광역시,수영구,광안동,0,2650010400,2650010400001200062
부산광역시 수영구 광안동,333-47,0333,0047,세종엠스테이타운1차,월세,24.13,202603,500,45,3,2017,부산광역시,수영구,광안동,0,2650010400,2650010400003330047
부산광역시 수영구 광안동,112-4,0112,0004,화이트하우스8차,월세,14.77,202603,500,33,4,2017,부산광역시,수영구,광안동,0,2650010400,2650010400001120004
부산광역시 수영구 광안동,497-2,0497,0002,태백그린하우스,월세,24.525,202603,"2,000",23,5,2017,부산광역시,수영구,광안동,0,2650010400,2650010400004970002
부산광역시 수영구 광안동,695-3,0695,0003,스마트빌,월세,19.4,202603,500,34,5,2011,부산광역시,수영구,광안동,0,2650010400,2650010400006950003
부산광역시 연제구 연산동,1255-30,1255,0030,영남레미안,월세,17.07,202603,"2,000",38,4,2017,부산광역시,연제구,연산동,0,2647010200,2647010200012550030
부산광역시 연제구 연산동,1405-10,1405,0010,유림사랑채,월세,15.54,202603,500,27,3,2013,부산광역시,연제구,연산동,0,2647010200,2647010200014050010
부산광역시 수영구 광안동,1038-15,1038,0015,아뜨리움,월세,17.65,202603,500,27,5,2011,부산광역시,수영구,광안동,0,2650010400,2650010400010380015
부산광역시 동래구 온천동,1462-2,1462,0002,정문팰리스,월세,27.79,202603,"2,000",53,8,2017,부산광역시,동래구,온천동,0,2626010800,2626010800014620002
부산광역시 북구 덕천동,331-2,0331,0002,에델리스,전세,15.52,202603,"2,000",0,3,2011,부산광역시,북구,덕천동,0,2632010400,2632010400003310002
부산광역시 서구 동대신동3가,13-23,0013,0023,에이스빌,월세,17.315,202603,"1,000",36,3,2013,부산광역시,서구,동대신동3가,0,2614010300,2614010300000130023
부산광역시 서구 서대신동3가,293-2,0293,0002,라온에코그린,월세,20.4,202603,"1,000",31,4,2013,부산광역시,서구,서대신동3가,0,2614010600,2614010600002930002
부산광역시 부산진구 개금동,177-97,0177,0097,우진,월세,13.095,202603,500,29,2,2013,부산광역시,부산진구,개금동,0,2623011100,2623011100001770097
부산광역시 서구 초장동,42-13,0042,0013,신화RS,월세,24.5532,202603,"2,300",31,5,2022,부산광역시,서구,초장동,0,2614011900,2614011900000420013
부산광역시 부산진구 양정동,236-3,0236,0003,제나두,월세,13.86,202603,200,31,6,2012,부산광역시,부산진구,양정동,0,2623010100,2623010100002360003
부산광역시 부산진구 양정동,257-23,0257,0023,보성오페라블루,월세,26.89,202603,"3,000",26,7,2014,부산광역시,부산진구,양정동,0,2623010100,2623010100002570023
부산광역시 부산진구 양정동,355-45,0355,0045,가우디움,월세,14.22,202603,200,40,3,2012,부산광역시,부산진구,양정동,0,2623010100,2623010100003550045
부산광역시 남구 대연동,1501-7,1501,0007,HI-ONE,전세,17.785,202603,"6,000",0,3,2012,부산광역시,남구,대연동,0,2629010600,2629010600015010007
부산광역시 남구 대연동,1501-4,1501,0004,카운티대연,월세,18.32,202603,"2,300",53,4,2022,부산광역시,남구,대연동,0,2629010600,2629010600015010004
부산광역시 남구 대연동,455-28,0455,0028,디아이하우스,월세,12.15,202603,500,34,4,2013,부산광역시,남구,대연동,0,2629010600,2629010600004550028
부산광역시 서구 동대신동3가,13-23,0013,0023,에이스빌,월세,17.315,202603,"1,000",36,3,2013,부산광역시,서구,동대신동3가,0,2614010300,2614010300000130023
부산광역시 부산진구 부전동,384-20,0384,0020,생활공간마누,월세,17.45,202603,300,30,2,2013,부산광역시,부산진구,부전동,0,2623010300,2623010300003840020
부산광역시 부산진구 전포동,662-15,0662,0015,더휴캐슬마운트,월세,23.24,202603,"1,000",41,4,2013,부산광역시,부산진구,전포동,0,2623010200,2623010200006620015
부산광역시 부산진구 전포동,661-5,0661,0005,세경골든빌,월세,20.22,202603,500,29,6,2012,부산광역시,부산진구,전포동,0,2623010200,2623010200006610005
부산광역시 부산진구 양정동,144-4,0144,0004,양정S클래스,월세,16.18,202603,"1,000",37,3,2019,부산광역시,부산진구,양정동,0,2623010100,2623010100001440004
부산광역시 부산진구 전포동,355-42,0355,0042,블루스카이,월세,14.64,202603,500,40,6,2013,부산광역시,부산진구,전포동,0,2623010200,2623010200003550042
부산광역시 동래구 온천동,1445-6,1445,0006,미남빌리지,월세,20.16,202603,500,31,2,2013,부산광역시,동래구,온천동,0,2626010800,2626010800014450006
부산광역시 동래구 온천동,1380-3,1380,0003,노블하우스,월세,16.79,202603,200,34,7,2012,부산광역시,동래구,온천동,0,2626010800,2626010800013800003
부산광역시 중구 영주동,63-45,0063,0045,행복빌,월세,29.86,202603,"1,000",43,5,2015,부산광역시,중구,영주동,0,2611010100,2611010100000630045
부산광역시 서구 동대신동3가,13-20,0013,0020,골드캐슬,월세,20.22,202603,"1,900",35,5,2011,부산광역시,서구,동대신동3가,0,2614010300,2614010300000130020
부산광역시 해운대구 송정동,180-7,0180,0007,오시리아빌,월세,22.51,202603,500,50,4,2017,부산광역시,해운대구,송정동,0,2635010800,2635010800001800007
부산광역시 사하구 하단동,513-7,0513,0007,두산빌리지,월세,21.15,202603,"1,000",30,4,2014,부산광역시,사하구,하단동,0,2638010300,2638010300005130007
부산광역시 서구 부민동3가,1-5,0001,0005,동화하우스,월세,19.53,202603,500,37,3,2010,부산광역시,서구,부민동3가,0,2614011100,2614011100000010005
부산광역시 서구 서대신동2가,155-3,0155,0003,대림,월세,19.25,202603,300,31,3,2012,부산광역시,서구,서대신동2가,0,2614010500,2614010500001550003
부산광역시 부산진구 부전동,405-44,0405,0044,센스빌,월세,17.62,202603,300,30,4,2011,부산광역시,부산진구,부전동,0,2623010300,2623010300004050044
부산광역시 부산진구 전포동,306-5,0306,0005,스위트원룸,월세,15.73,202603,"2,000",39,2,2016,부산광역시,부산진구,전포동,0,2623010200,2623010200003060005
부산광역시 부산진구 전포동,308-2,0308,0002,유한빌,월세,13.135,202603,300,31,7,2011,부산광역시,부산진구,전포동,0,2623010200,2623010200003080002
부산광역시 수영구 광안동,379-54,0379,0054,광안동혜신클라우드K,월세,18.7162,202603,"8,000",12,11,2021,부산광역시,수영구,광안동,0,2650010400,2650010400003790054
부산광역시 사상구 감전동,121-14,0121,0014,세종에이클래스,월세,20.74,202603,500,50,7,2019,부산광역시,사상구,감전동,0,2653010500,2653010500001210014
부산광역시 수영구 민락동,41-20,0041,0020,더홈B동,월세,25.62,202603,300,35,2,2012,부산광역시,수영구,민락동,0,2650010300,2650010300000410020
부산광역시 수영구 광안동,345-14,0345,0014,광안오션그레이스,월세,14.7975,202603,500,47,3,2021,부산광역시,수영구,광안동,0,2650010400,2650010400003450014
부산광역시 수영구 광안동,128-11,0128,0011,모먼트리,전세,20.94,202603,"13,000",0,3,2020,부산광역시,수영구,광안동,0,2650010400,2650010400001280011
부산광역시 수영구 광안동,177-9,0177,0009,트라움하우스17차,월세,17.28,202603,500,40,4,2018,부산광역시,수영구,광안동,0,2650010400,2650010400001770009
부산광역시 수영구 광안동,140-4,0140,0004,부일캐슬,전세,29.765,202603,"12,000",0,4,2014,부산광역시,수영구,광안동,0,2650010400,2650010400001400004
부산광역시 수영구 광안동,122-35,0122,0035,이스타나빌,전세,21.73,202603,"10,000",0,4,2017,부산광역시,수영구,광안동,0,2650010400,2650010400001220035
부산광역시 수영구 광안동,100-26,0100,0026,전원티파니빌,월세,16.87,202603,300,40,2,2013,부산광역시,수영구,광안동,0,2650010400,2650010400001000026
부산광역시 수영구 광안동,96-33,0096,0033,은하수,월세,15.52,202603,300,35,2,2011,부산광역시,수영구,광안동,0,2650010400,2650010400000960033
부산광역시 연제구 연산동,1495-2,1495,0002,미래빌,월세,17.87,202603,500,28,3,2013,부산광역시,연제구,연산동,0,2647010200,2647010200014950002
부산광역시 연제구 연산동,1492-7,1492,0007,캐슬하우스,월세,22.15,202603,500,32,5,2011,부산광역시,연제구,연산동,0,2647010200,2647010200014920007
부산광역시 수영구 광안동,1064-3,1064,0003,건아팰리스,전세,19.6,202603,"6,000",0,3,2019,부산광역시,수영구,광안동,0,2650010400,2650010400010640003
부산광역시 수영구 광안동,333,0333,0000,세종엠제이드,월세,19.47,202603,"12,000",15,4,2017,부산광역시,수영구,광안동,0,2650010400,2650010400003330000
부산광역시 수영구 광안동,120-52,0120,0052,보람스퀘어,월세,14.47,202603,"1,000",36,5,2019,부산광역시,수영구,광안동,0,2650010400,2650010400001200052
부산광역시 수영구 남천동,17-12,0017,0012,그린빌리지,월세,19.58,202603,"1,000",35,4,2013,부산광역시,수영구,남천동,0,2650010500,2650010500000170012
부산광역시 연제구 연산동,711-22,0711,0022,화이트로하스,월세,21.87,202603,"2,000",42,7,2018,부산광역시,연제구,연산동,0,2647010200,2647010200007110022
부산광역시 기장군 기장읍 동부리,375-16,0375,0016,경신쉘리빌,월세,27.24,202603,100,20,3,2003,부산광역시,기장군,기장읍,0,2671025000,2671025000003750016
부산광역시 연제구 연산동,1259-10,1259,0010,그린하우스,월세,25.5975,202603,500,50,3,2011,부산광역시,연제구,연산동,0,2647010200,2647010200012590010
부산광역시 수영구 광안동,333-47,0333,0047,세종엠스테이타운1차,월세,28.12,202603,"1,000",60,3,2017,부산광역시,수영구,광안동,0,2650010400,2650010400003330047
부산광역시 수영구 광안동,181-6,0181,0006,지성에이스,전세,27.65,202603,"9,500",0,4,2010,부산광역시,수영구,광안동,0,2650010400,2650010400001810006
