시군구,번지,본번,부번,건물명,전월세구분,전용면적(㎡),계약년월,보증금(만원),월세금(만원),층,건축년도,시도,구,법정동
부산광역시 남구 대연동,1737-6,1737,6,유스타,월세,15.21,202504,300,39,5,2012,부산광역시,남구,대연동
부산광역시 동래구 사직동,64-22,64,22,스테이인사직,전세,27.95,202504,"16,000",0,4,2024,부산광역시,동래구,사직동
부산광역시 동래구 안락동,151-7,151,7,갤럭시빌,월세,24.47,202504,500,45,4,2012,부산광역시,동래구,안락동
부산광역시 사하구 하단동,11-3,11,3,모던빌,전세,17.64,202504,"4,500",0,6,2010,부산광역시,사하구,하단동
부산광역시 사하구 하단동,11-3,11,3,모던빌,전세,17.64,202504,"4,500",0,6,2010,부산광역시,사하구,하단동
부산광역시 해운대구 재송동,1077-4,1077,4,수목하우스,전세,15.62,202504,"6,000",0,2,2015,부산광역시,해운대구,재송동
부산광역시 해운대구 재송동,1056-47,1056,47,나인,전세,15.2859,202504,"5,900",0,2,2023,부산광역시,해운대구,재송동
부산광역시 해운대구 재송동,1077-4,1077,4,수목하우스,전세,18.17,202504,"6,500",0,4,2015,부산광역시,해운대구,재송동
부산광역시 부산진구 전포동,650-1,650,1,J더제이하우스,월세,13.54,202504,"1,000",24,2,2014,부산광역시,부산진구,전포동
부산광역시 부산진구 전포동,355-14,355,14,베니스,월세,15.105,202504,"2,000",40,4,2019,부산광역시,부산진구,전포동
부산광역시 부산진구 전포동,355-10,355,10,영원렉스빌,월세,20.09,202504,300,40,4,2013,부산광역시,부산진구,전포동
부산광역시 연제구 연산동,1498-20,1498,20,마이빌,월세,16.3,202504,"3,000",18,3,2012,부산광역시,연제구,연산동
부산광역시 중구 부평동4가,25-21,25,21,아이린,월세,13.6,202504,300,33,3,2014,부산광역시,중구,부평동4가
부산광역시 서구 토성동4가,17-3,17,3,스타원룸,월세,18.44,202504,"3,000",20,3,2014,부산광역시,서구,토성동4가
부산광역시 서구 토성동4가,17-3,17,3,스타원룸,월세,23.38,202504,500,42,5,2014,부산광역시,서구,토성동4가
부산광역시 서구 암남동,29-39,29,39,현대가,월세,14.37,202504,800,35,2,2013,부산광역시,서구,암남동
부산광역시 서구 서대신동3가,61-75,61,75,대신엘리시움,월세,15.263,202504,"10,000",5,2,2020,부산광역시,서구,서대신동3가
부산광역시 연제구 연산동,777-14,777,14,연제파밀리에,월세,14.5,202504,"1,000",40,3,2020,부산광역시,연제구,연산동
부산광역시 동래구 온천동,1579-5,1579,5,(1579-5),월세,18.77,202504,500,40,4,2023,부산광역시,동래구,온천동
부산광역시 동래구 온천동,1429-31,1429,31,빅토리아,월세,17.7447,202504,"1,000",29,2,2016,부산광역시,동래구,온천동
부산광역시 동래구 온천동,1404-9,1404,9,비스타빌,전세,17.61,202504,"2,500",0,5,2011,부산광역시,동래구,온천동
부산광역시 연제구 거제동,38-1,38,1,엘리시움,월세,21.01,202504,"1,000",55,5,2024,부산광역시,연제구,거제동
부산광역시 연제구 연산동,657-34,657,34,(657-34),전세,15.96,202504,"5,400",0,3,2021,부산광역시,연제구,연산동
부산광역시 금정구 남산동,124-6,124,6,UN빌리지,월세,16.72,202504,300,15,5,2013,부산광역시,금정구,남산동
부산광역시 부산진구 부전동,513-26,513,26,참조은빌,월세,16.9,202504,500,36,4,2013,부산광역시,부산진구,부전동
부산광역시 남구 대연동,635-19,635,19,인파크,월세,19.9925,202504,500,30,4,2013,부산광역시,남구,대연동
부산광역시 서구 부용동2가,28-2,28,2,태영아너스,월세,16.37,202504,"2,000",40,5,2019,부산광역시,서구,부용동2가
부산광역시 부산진구 양정동,399-3,399,3,스위트하우스,전세,20.93,202504,"7,300",0,3,2012,부산광역시,부산진구,양정동
부산광역시 부산진구 양정동,399-3,399,3,스위트하우스,전세,20.93,202504,"7,300",0,3,2012,부산광역시,부산진구,양정동
부산광역시 연제구 연산동,622-18,622,18,다이안빌,월세,16.275,202504,500,33,3,2013,부산광역시,연제구,연산동
부산광역시 부산진구 전포동,306-10,306,10,블루스퀘어,월세,17.31,202504,"1,000",39,4,2014,부산광역시,부산진구,전포동
부산광역시 부산진구 부암동,669-34,669,34,아이비오티,월세,29.86,202504,"2,500",40,7,2014,부산광역시,부산진구,부암동
부산광역시 연제구 연산동,777-14,777,14,연제파밀리에,월세,14.59,202504,"1,000",40,5,2020,부산광역시,연제구,연산동
부산광역시 동래구 안락동,445-4,445,4,메종드비앙445,전세,28.84,202504,"10,000",0,4,2022,부산광역시,동래구,안락동
부산광역시 동래구 명장동,69-9,69,9,캐슬빌,전세,25.23,202504,"8,000",0,3,2014,부산광역시,동래구,명장동
부산광역시 부산진구 양정동,360-2,360,2,바우하우스2,월세,17.44,202504,300,45,2,2016,부산광역시,부산진구,양정동
부산광역시 연제구 거제동,199-14,199,14,보성오페라,월세,16.33,202504,"3,000",25,5,2015,부산광역시,연제구,거제동
부산광역시 사하구 당리동,282-12,282,12,리치빌도시형주택,월세,17.16,202504,100,32,4,2011,부산광역시,사하구,당리동
부산광역시 남구 문현동,205-51,205,51,중앙미라클,월세,21.48,202504,"2,000",38,5,2016,부산광역시,남구,문현동
부산광역시 북구 구포동,689-1,689,1,이안가득,월세,18.3,202504,500,44,3,2017,부산광역시,북구,구포동
부산광역시 수영구 광안동,1075-14,1075,14,칸타빌,월세,15.61,202504,300,26,3,2012,부산광역시,수영구,광안동
부산광역시 수영구 광안동,112-26,112,26,보람모비빌,전세,18.08,202504,"7,000",0,3,2011,부산광역시,수영구,광안동
부산광역시 수영구 광안동,102-21,102,21,올리브하우스,월세,14.58,202504,"1,000",32,2,2017,부산광역시,수영구,광안동
부산광역시 수영구 광안동,753-4,753,4,로드더숲에이,월세,23.62,202504,"8,000",7,2,2017,부산광역시,수영구,광안동
부산광역시 수영구 광안동,104-30,104,30,강남럭스빌3,월세,19.1,202504,"7,700",20,5,2016,부산광역시,수영구,광안동
부산광역시 수영구 광안동,133-31,133,31,오크라,월세,16.775,202504,"2,000",43,3,2020,부산광역시,수영구,광안동
부산광역시 수영구 광안동,1069-9,1069,9,포세이돈,월세,13.71,202504,"2,000",10,2,2012,부산광역시,수영구,광안동
부산광역시 수영구 광안동,701-28,701,28,남평베아뚜스,전세,20.15,202504,"12,000",0,3,2021,부산광역시,수영구,광안동
부산광역시 수영구 광안동,135-8,135,8,해마루,전세,22.09,202504,"9,500",0,3,2016,부산광역시,수영구,광안동
부산광역시 수영구 광안동,115-3,115,3,영남하이츠,월세,18.66,202504,"4,500",15,2,2014,부산광역시,수영구,광안동
부산광역시 수영구 광안동,133-31,133,31,오크라,월세,16.775,202504,"1,000",46,2,2020,부산광역시,수영구,광안동
부산광역시 수영구 광안동,100-25,100,25,해솔,월세,16.32,202504,300,30,3,2012,부산광역시,수영구,광안동
부산광역시 수영구 광안동,131-26,131,26,제이엠하우스,월세,17.875,202504,"2,000",14,2,2017,부산광역시,수영구,광안동
부산광역시 수영구 광안동,96-27,96,27,그린홈,월세,16.545,202504,200,29,5,2010,부산광역시,수영구,광안동
부산광역시 수영구 남천동,52-22,52,22,누리더숲,월세,15.9,202504,"1,000",51,5,2018,부산광역시,수영구,남천동
부산광역시 수영구 수영동,49-1,49,1,리치파크,월세,28.91,202504,500,53,2,2017,부산광역시,수영구,수영동
부산광역시 부산진구 전포동,355-14,355,14,베니스,월세,13.87,202504,"1,000",36,3,2019,부산광역시,부산진구,전포동
부산광역시 부산진구 전포동,312-22,312,22,세경월드빌,월세,14.98,202504,500,38,6,2012,부산광역시,부산진구,전포동
부산광역시 부산진구 전포동,693-11,693,11,대성드림빌-1,월세,22.325,202504,300,40,3,2013,부산광역시,부산진구,전포동
부산광역시 부산진구 개금동,523-34,523,34,미즈에스,전세,25.38,202504,"10,500",0,6,2013,부산광역시,부산진구,개금동
부산광역시 남구 대연동,889-1,889,1,타임펠리스,월세,16.98,202504,"11,000",4,12,2020,부산광역시,남구,대연동
부산광역시 남구 대연동,1465-6,1465,6,오케이센트럴시티,월세,25.55,202504,"9,000",15,3,2020,부산광역시,남구,대연동
부산광역시 사하구 당리동,282-12,282,12,리치빌도시형주택,월세,19.6,202504,100,32,3,2011,부산광역시,사하구,당리동
부산광역시 남구 문현동,390-46,390,46,로하스2,월세,17.21,202504,300,37,5,2012,부산광역시,남구,문현동
부산광역시 부산진구 부전동,414-1,414,1,스카이빌,전세,21.23,202504,"6,000",0,5,2013,부산광역시,부산진구,부전동
부산광역시 연제구 거제동,894-22,894,22,쉐르빌,월세,27.12,202504,500,57,2,2011,부산광역시,연제구,거제동
부산광역시 연제구 거제동,38-1,38,1,엘리시움,월세,20.61,202504,"1,000",54,2,2024,부산광역시,연제구,거제동
부산광역시 부산진구 개금동,171-64,171,64,골드캐슬B동,월세,28.2,202504,"2,000",45,4,2012,부산광역시,부산진구,개금동
부산광역시 사하구 장림동,325-94,325,94,프라임빌A,월세,18.53,202504,300,35,3,2014,부산광역시,사하구,장림동
부산광역시 사하구 하단동,515-15,515,15,티파니,월세,15.48,202504,"1,000",19,5,2015,부산광역시,사하구,하단동
부산광역시 부산진구 범천동,1298-96,1298,96,D·SVILL2,월세,28.36,202504,500,50,4,2014,부산광역시,부산진구,범천동
부산광역시 부산진구 양정동,141-4,141,4,더휴11차,월세,25.5,202504,"1,900",40,3,2013,부산광역시,부산진구,양정동
부산광역시 연제구 연산동,1262-17,1262,17,힐링하우스,월세,23.51,202504,500,50,4,2017,부산광역시,연제구,연산동
부산광역시 연제구 연산동,1498-20,1498,20,마이빌,월세,16.3,202504,300,28,5,2012,부산광역시,연제구,연산동
부산광역시 서구 아미동2가,36-5,36,5,(36-5),월세,19.0,202504,300,24,3,2019,부산광역시,서구,아미동2가
부산광역시 사하구 하단동,515-15,515,15,티파니,월세,15.48,202504,"1,000",19,5,2015,부산광역시,사하구,하단동
부산광역시 동래구 온천동,1414-21,1414,21,시티원,월세,18.9,202504,300,35,4,2011,부산광역시,동래구,온천동
부산광역시 부산진구 부전동,408-19,408,19,더원펠리스C동,월세,27.29,202504,"2,000",36,3,2011,부산광역시,부산진구,부전동
부산광역시 남구 대연동,571-34,571,34,원룸해오름,월세,27.83,202504,500,29,2,2003,부산광역시,남구,대연동
부산광역시 남구 대연동,292-5,292,5,드림하우스,월세,14.62,202504,300,36,2,2010,부산광역시,남구,대연동
부산광역시 수영구 광안동,155-33,155,33,휴미소빌,월세,15.36,202504,300,29,3,2012,부산광역시,수영구,광안동
부산광역시 수영구 광안동,535-16,535,16,다성럭스빌,월세,20.89,202504,"1,000",39,6,2018,부산광역시,수영구,광안동
부산광역시 수영구 수영동,446-6,446,6,더그레이스센텀,월세,27.07,202504,"1,000",50,17,2019,부산광역시,수영구,수영동
부산광역시 수영구 광안동,149-30,149,30,일로이안,전세,26.3,202504,"13,700",0,2,2021,부산광역시,수영구,광안동
부산광역시 수영구 광안동,690-20,690,20,더블류하우스7,월세,29.35,202504,300,43,2,2012,부산광역시,수영구,광안동
부산광역시 수영구 광안동,102-21,102,21,올리브하우스,월세,14.58,202504,"1,000",37,4,2017,부산광역시,수영구,광안동
부산광역시 수영구 광안동,345-14,345,14,광안오션그레이스,월세,16.6791,202504,"2,000",45,2,2021,부산광역시,수영구,광안동
부산광역시 수영구 광안동,99-8,99,8,광안캐슬,월세,17.39,202504,500,20,5,2011,부산광역시,수영구,광안동
부산광역시 수영구 광안동,102-14,102,14,골든리치,월세,17.73,202504,300,39,4,2014,부산광역시,수영구,광안동
부산광역시 수영구 광안동,753-4,753,4,로드더숲에이,월세,17.97,202504,"1,000",40,4,2017,부산광역시,수영구,광안동
부산광역시 수영구 광안동,102-14,102,14,골든리치,월세,17.31,202504,500,27,3,2014,부산광역시,수영구,광안동
부산광역시 수영구 망미동,425-24,425,24,파라다이스,전세,19.84,202504,"4,000",0,5,2011,부산광역시,수영구,망미동
부산광역시 수영구 수영동,453-9,453,9,세영시티빌,월세,29.21,202504,"7,000",10,2,2012,부산광역시,수영구,수영동
부산광역시 부산진구 개금동,177-138,177,138,하이빌3호,월세,18.73,202504,500,20,3,2003,부산광역시,부산진구,개금동
부산광역시 중구 영주동,635-3,635,3,라온에코블루,월세,21.74,202504,"2,000",20,5,2013,부산광역시,중구,영주동
부산광역시 부산진구 부전동,392-50,392,50,더숲14차,월세,16.85,202504,300,21,7,2019,부산광역시,부산진구,부전동
부산광역시 금정구 장전동,392-46,392,46,이화하이츠,월세,19.01,202504,500,30,4,2002,부산광역시,금정구,장전동
부산광역시 금정구 장전동,501-55,501,55,(501-55),월세,28.49,202504,500,30,5,2011,부산광역시,금정구,장전동
부산광역시 연제구 연산동,1299-18,1299,18,리치빌,월세,15.79,202504,300,28,2,2011,부산광역시,연제구,연산동
부산광역시 연제구 연산동,1288-36,1288,36,더페이스(A동),월세,18.28,202504,300,38,3,2011,부산광역시,연제구,연산동
부산광역시 남구 대연동,897-3,897,3,성산비바,월세,13.9,202504,300,30,3,2010,부산광역시,남구,대연동
부산광역시 남구 대연동,1463-5,1463,5,대동레미안3원룸,월세,15.91,202504,500,45,5,2012,부산광역시,남구,대연동
부산광역시 남구 대연동,572-26,572,26,솔푸른1,월세,14.795,202504,"1,000",24,4,2013,부산광역시,남구,대연동
부산광역시 중구 대청동4가,82-21,82,21,대청포세이돈아크로,월세,19.91,202504,"2,000",46,12,2020,부산광역시,중구,대청동4가
부산광역시 중구 영주동,635-3,635,3,라온에코블루,월세,21.74,202504,"2,000",20,5,2013,부산광역시,중구,영주동
부산광역시 해운대구 중동,784-2,784,2,린하우스,월세,17.4525,202504,200,43,4,2019,부산광역시,해운대구,중동
부산광역시 동래구 사직동,147-63,147,63,메이시스빌,월세,24.84,202504,"9,500",8,5,2022,부산광역시,동래구,사직동
부산광역시 부산진구 양정동,233,233,0,특집,월세,21.27,202504,300,30,5,2013,부산광역시,부산진구,양정동
부산광역시 부산진구 개금동,171-64,171,64,골드캐슬B동,월세,28.3,202504,"2,000",40,3,2012,부산광역시,부산진구,개금동
부산광역시 사하구 하단동,870-129,870,129,노블레스빌,전세,16.51,202504,"6,000",0,8,2017,부산광역시,사하구,하단동
부산광역시 동래구 안락동,444-41,444,41,청초골드빌,월세,16.8,202504,100,22,4,2003,부산광역시,동래구,안락동
부산광역시 부산진구 양정동,366-29,366,29,마이빌2호동,전세,14.615,202504,"2,800",0,1,2002,부산광역시,부산진구,양정동
부산광역시 남구 대연동,1748-13,1748,13,이룸빌,월세,14.04,202504,300,30,5,2011,부산광역시,남구,대연동
부산광역시 부산진구 전포동,373-17,373,17,블루빌,월세,17.66,202504,500,32,4,2013,부산광역시,부산진구,전포동
부산광역시 금정구 구서동,486-47,486,47,이화하이츠,월세,23.6,202504,100,21,3,2003,부산광역시,금정구,구서동
부산광역시 금정구 남산동,97-5,97,5,골드샤인빌,월세,16.11,202504,300,30,5,2013,부산광역시,금정구,남산동
부산광역시 해운대구 재송동,1074-8,1074,8,센텀예담,월세,20.52,202504,"1,000",40,2,2012,부산광역시,해운대구,재송동
부산광역시 부산진구 범천동,841-298,841,298,풀하우스,월세,14.02,202504,200,33,2,2013,부산광역시,부산진구,범천동
부산광역시 남구 대연동,1758-20,1758,20,대박시티B,월세,17.29,202504,500,21,4,2013,부산광역시,남구,대연동
부산광역시 부산진구 가야동,57-11,57,11,태영아너스퀸,전세,22.9,202504,"9,000",0,7,2020,부산광역시,부산진구,가야동
부산광역시 중구 보수동3가,29-16,29,16,수목하우스,월세,21.33,202504,"4,500",10,3,2013,부산광역시,중구,보수동3가
부산광역시 남구 대연동,1006-15,1006,15,이든A,월세,16.11,202504,"1,800",22,3,2013,부산광역시,남구,대연동
부산광역시 부산진구 부전동,414-32,414,32,해피빌리지,전세,21.68,202504,"6,500",0,5,2012,부산광역시,부산진구,부전동
부산광역시 해운대구 우동,957-51,957,51,(957-51),월세,24.435,202504,300,40,5,2012,부산광역시,해운대구,우동
부산광역시 연제구 거제동,199-14,199,14,보성오페라,전세,21.54,202504,"8,000",0,3,2015,부산광역시,연제구,거제동
부산광역시 부산진구 양정동,331-6,331,6,월드파크빌,월세,17.155,202504,500,34,4,2013,부산광역시,부산진구,양정동
부산광역시 연제구 연산동,710-9,710,9,은하수빌,월세,16.62,202504,500,37,6,2012,부산광역시,연제구,연산동
부산광역시 연제구 연산동,867-25,867,25,큐브빌,월세,21.38,202504,"3,000",42,8,2017,부산광역시,연제구,연산동
부산광역시 동래구 온천동,1380-16,1380,16,샤인하우스,월세,25.81,202504,200,45,5,2012,부산광역시,동래구,온천동
부산광역시 영도구 동삼동,332-22,332,22,프라임빌,월세,15.4714,202504,500,32,11,2017,부산광역시,영도구,동삼동
부산광역시 서구 토성동2가,9-22,9,22,드림빌리지,월세,23.31,202504,500,50,8,2014,부산광역시,서구,토성동2가
부산광역시 사상구 주례동,92-267,92,267,한일하우스,월세,18.42,202504,500,30,2,2014,부산광역시,사상구,주례동
부산광역시 수영구 광안동,1064-3,1064,3,건아팰리스,전세,19.6,202504,"7,000",0,4,2019,부산광역시,수영구,광안동
부산광역시 수영구 광안동,124-4,124,4,보람하이뷰,월세,26.95,202504,"2,000",50,5,2017,부산광역시,수영구,광안동
부산광역시 수영구 광안동,1064-3,1064,3,건아팰리스,전세,19.6,202504,"7,000",0,4,2019,부산광역시,수영구,광안동
부산광역시 수영구 광안동,379-54,379,54,광안동혜신클라우드K,월세,18.7162,202504,"2,000",53,9,2021,부산광역시,수영구,광안동
부산광역시 수영구 광안동,102-24,102,24,카사엘,월세,19.04,202504,300,50,4,2014,부산광역시,수영구,광안동
부산광역시 사상구 괘법동,551-29,551,29,대박힐링2,월세,27.045,202504,500,47,14,2016,부산광역시,사상구,괘법동
부산광역시 수영구 광안동,120-52,120,52,보람스퀘어,월세,14.47,202504,500,41,4,2019,부산광역시,수영구,광안동
부산광역시 수영구 민락동,212-2,212,2,누원비치라동,전세,26.92,202504,"6,000",0,4,2001,부산광역시,수영구,민락동
부산광역시 수영구 수영동,446-6,446,6,더그레이스센텀,월세,27.02,202504,"1,000",52,18,2019,부산광역시,수영구,수영동
부산광역시 사상구 주례동,166,166,0,힐링하우스,월세,15.52,202504,500,50,3,2022,부산광역시,사상구,주례동
부산광역시 연제구 연산동,622-18,622,18,다이안빌,월세,22.74,202504,300,35,5,2013,부산광역시,연제구,연산동
부산광역시 북구 구포동,689-1,689,1,이안가득,월세,18.3,202504,500,44,4,2017,부산광역시,북구,구포동
부산광역시 부산진구 연지동,37-15,37,15,타임클래스,전세,19.63,202504,"8,780",0,3,2023,부산광역시,부산진구,연지동
부산광역시 서구 동대신동3가,350-38,350,38,드림빌에이동,월세,17.0375,202504,300,30,5,2010,부산광역시,서구,동대신동3가
부산광역시 남구 대연동,950-1,950,1,금양아트빌,월세,18.32,202504,"1,000",37,3,2013,부산광역시,남구,대연동
부산광역시 중구 보수동3가,29-16,29,16,수목하우스,월세,17.03,202504,"2,000",25,3,2013,부산광역시,중구,보수동3가
부산광역시 서구 암남동,6-1,6,1,신한빌리지,월세,21.522,202504,500,37,6,2012,부산광역시,서구,암남동
부산광역시 동래구 사직동,143-51,143,51,THEFORT,전세,14.72,202504,"7,000",0,3,2022,부산광역시,동래구,사직동
부산광역시 중구 보수동1가,59-116,59,116,서광A동,전세,28.83,202504,"5,000",0,4,2008,부산광역시,중구,보수동1가
부산광역시 부산진구 전포동,355-14,355,14,베니스,월세,15.105,202504,500,41,5,2019,부산광역시,부산진구,전포동
부산광역시 동래구 온천동,1443-24,1443,24,조은빌,월세,22.63,202504,300,35,3,2010,부산광역시,동래구,온천동
부산광역시 사하구 하단동,618-36,618,36,듀크빌,월세,17.56,202504,500,29,2,2012,부산광역시,사하구,하단동
부산광역시 동래구 명장동,57-26,57,26,칸타빌,월세,18.51,202504,400,35,2,2011,부산광역시,동래구,명장동
부산광역시 중구 대청동4가,82-21,82,21,대청포세이돈아크로,월세,20.87,202504,"4,000",32,12,2020,부산광역시,중구,대청동4가
부산광역시 부산진구 가야동,406-282,406,282,예스원룸나동,월세,14.61,202504,100,19,3,2008,부산광역시,부산진구,가야동
부산광역시 부산진구 양정동,144-18,144,18,SKYVILL,월세,23.19,202504,500,43,3,2012,부산광역시,부산진구,양정동
부산광역시 중구 영주동,287-8,287,8,다인빌원,월세,20.55,202504,200,30,5,2013,부산광역시,중구,영주동
부산광역시 연제구 연산동,622-18,622,18,다이안빌,월세,22.74,202504,300,35,5,2013,부산광역시,연제구,연산동
부산광역시 연제구 연산동,1288-36,1288,36,더페이스(A동),월세,18.28,202504,200,39,5,2011,부산광역시,연제구,연산동
부산광역시 연제구 연산동,712-44,712,44,연산힐링하우스,월세,16.04,202504,"1,500",40,4,2018,부산광역시,연제구,연산동
부산광역시 부산진구 개금동,540-117,540,117,양지코쿤빌31차,월세,16.42,202504,500,29,4,2012,부산광역시,부산진구,개금동
부산광역시 연제구 연산동,1492-9,1492,9,유림드림빌A동,월세,16.36,202504,300,32,4,2012,부산광역시,연제구,연산동
부산광역시 서구 아미동2가,36-5,36,5,(36-5),월세,19.15,202504,100,25,3,2019,부산광역시,서구,아미동2가
부산광역시 동래구 사직동,855-2,855,2,후하우스,월세,15.93,202504,500,53,2,2011,부산광역시,동래구,사직동
부산광역시 사하구 괴정동,854,854,0,한솔타운,월세,17.28,202504,300,38,4,2012,부산광역시,사하구,괴정동
부산광역시 연제구 거제동,38-1,38,1,엘리시움,월세,24.34,202504,"10,000",5,4,2024,부산광역시,연제구,거제동
부산광역시 부산진구 부암동,114-3,114,3,쏠라텔,월세,11.88,202504,200,25,2,2002,부산광역시,부산진구,부암동
부산광역시 금정구 구서동,184-31,184,31,금홍빌,월세,15.26,202504,100,23,3,2012,부산광역시,금정구,구서동
부산광역시 남구 대연동,1501-4,1501,4,카운티대연,월세,21.93,202504,500,63,2,2022,부산광역시,남구,대연동
부산광역시 남구 문현동,390-47,390,47,대박굿모닝,월세,22.52,202504,500,35,4,2014,부산광역시,남구,문현동
부산광역시 남구 대연동,38-8,38,8,렌시빌,월세,27.69,202504,500,32,3,2002,부산광역시,남구,대연동
부산광역시 남구 대연동,30-36,30,36,투빌리지(30-36),월세,18.37,202504,"2,000",45,4,2020,부산광역시,남구,대연동
부산광역시 북구 구포동,885-3,885,3,예그리나,월세,15.5,202504,200,29,2,2012,부산광역시,북구,구포동
부산광역시 사하구 하단동,515-2,515,2,(515-2),전세,15.68,202504,"4,500",0,4,2012,부산광역시,사하구,하단동
부산광역시 해운대구 재송동,407-3,407,3,(407-3),월세,22.3925,202504,"6,000",17,4,2016,부산광역시,해운대구,재송동
부산광역시 부산진구 전포동,300-25,300,25,퍼스트빌,월세,15.865,202504,200,40,3,2011,부산광역시,부산진구,전포동
부산광역시 동래구 온천동,1442-30,1442,30,와이디파크,월세,13.93,202504,200,28,3,2010,부산광역시,동래구,온천동
부산광역시 부산진구 양정동,166-6,166,6,더리치,전세,26.9178,202504,"12,500",0,3,2018,부산광역시,부산진구,양정동
부산광역시 북구 덕천동,412-18,412,18,덕천네오비아,월세,25.81,202504,100,27,4,2022,부산광역시,북구,덕천동
부산광역시 연제구 연산동,1405-38,1405,38,하이트빌A동,월세,19.08,202504,"2,000",27,6,2012,부산광역시,연제구,연산동
부산광역시 수영구 광안동,1067-6,1067,6,Galaxymate,월세,20.64,202504,"7,000",13,2,2018,부산광역시,수영구,광안동
부산광역시 수영구 광안동,105-21,105,21,케이스카이월드,월세,22.84,202504,"1,000",55,2,2021,부산광역시,수영구,광안동
부산광역시 사상구 주례동,74-46,74,46,동이빌,전세,16.5873,202504,"6,000",0,9,2018,부산광역시,사상구,주례동
부산광역시 수영구 민락동,146-18,146,18,리치빌,월세,16.43,202504,100,30,3,2010,부산광역시,수영구,민락동
부산광역시 수영구 광안동,111-3,111,3,더골드,월세,17.16,202504,500,36,2,2016,부산광역시,수영구,광안동
부산광역시 수영구 광안동,120-170,120,170,명성스토리,월세,29.495,202504,"2,000",38,4,2015,부산광역시,수영구,광안동
부산광역시 수영구 광안동,1067-6,1067,6,Galaxymate,월세,20.64,202504,"7,000",13,2,2018,부산광역시,수영구,광안동
부산광역시 수영구 광안동,702-17,702,17,보람스타힐,월세,20.96,202504,"1,000",50,3,2017,부산광역시,수영구,광안동
부산광역시 수영구 광안동,186-13,186,13,명성빌라트,월세,18.99,202504,"2,000",25,5,2017,부산광역시,수영구,광안동
부산광역시 수영구 광안동,133-31,133,31,오크라,전세,29.215,202504,"14,000",0,3,2020,부산광역시,수영구,광안동
부산광역시 기장군 기장읍 교리,348-5,348,5,샛별빌,월세,17.63,202504,500,45,5,2015,부산광역시,기장군,기장읍
부산광역시 수영구 남천동,36-12,36,12,베니스,월세,17.45,202504,500,34,5,2011,부산광역시,수영구,남천동
부산광역시 수영구 광안동,145-12,145,12,흑석비치파크,월세,18.05,202504,"1,000",24,3,2017,부산광역시,수영구,광안동
부산광역시 수영구 망미동,884-40,884,40,지은빌,월세,20.3234,202504,"6,000",15,2,2023,부산광역시,수영구,망미동
부산광역시 수영구 광안동,102-4,102,4,트라움하우스빌,월세,15.18,202504,500,43,4,2015,부산광역시,수영구,광안동
부산광역시 수영구 광안동,90-56,90,56,아델하우스,월세,14.07,202504,"1,000",35,8,2018,부산광역시,수영구,광안동
부산광역시 수영구 망미동,884-40,884,40,지은빌,월세,20.3234,202504,"6,000",15,2,2023,부산광역시,수영구,망미동
부산광역시 수영구 광안동,90-1,90,1,중앙푸름채,월세,16.77,202504,"1,900",9,2,2011,부산광역시,수영구,광안동
부산광역시 수영구 광안동,97-12,97,12,금강블루빌,월세,26.51,202504,"1,000",30,2,2011,부산광역시,수영구,광안동
부산광역시 연제구 연산동,1498-20,1498,20,마이빌,월세,17.13,202504,300,35,4,2012,부산광역시,연제구,연산동
부산광역시 부산진구 양정동,399-5,399,5,남강파크빌,월세,19.31,202504,"3,000",8,2,2012,부산광역시,부산진구,양정동
부산광역시 부산진구 양정동,145-16,145,16,양정수목하우스,월세,19.56,202504,400,51,7,2016,부산광역시,부산진구,양정동
부산광역시 부산진구 양정동,248-4,248,4,화인빌,월세,20.24,202504,300,35,3,2012,부산광역시,부산진구,양정동
부산광역시 부산진구 양정동,156-4,156,4,골드빌,월세,19.8,202504,200,35,4,2010,부산광역시,부산진구,양정동
부산광역시 동래구 안락동,512-12,512,12,찬빌,월세,13.64,202504,200,25,5,2011,부산광역시,동래구,안락동
부산광역시 부산진구 개금동,177-327,177,327,대동레미안2,월세,15.54,202504,"2,000",22,2,2013,부산광역시,부산진구,개금동
부산광역시 연제구 거제동,1188-7,1188,7,SEUM오버클래스,전세,21.21,202504,"11,000",0,9,2025,부산광역시,연제구,거제동
부산광역시 서구 서대신동3가,61-75,61,75,대신엘리시움,월세,16.462,202504,"6,000",30,5,2020,부산광역시,서구,서대신동3가
부산광역시 금정구 구서동,1007-12,1007,12,큐갤러리,월세,15.37,202504,300,26,3,2014,부산광역시,금정구,구서동
부산광역시 서구 동대신동3가,63-179,63,179,에비뉴엘,월세,19.61,202504,"5,000",31,4,2021,부산광역시,서구,동대신동3가
부산광역시 남구 대연동,30-29,30,29,더빌리지,월세,15.26,202504,"2,300",43,2,2022,부산광역시,남구,대연동
부산광역시 부산진구 당감동,610-16,610,16,당평빌라,월세,16.25,202504,500,29,2,2012,부산광역시,부산진구,당감동
부산광역시 부산진구 전포동,355-42,355,42,블루스카이,월세,19.87,202504,300,42,3,2013,부산광역시,부산진구,전포동
부산광역시 남구 대연동,871-10,871,10,정원스카이B동,월세,19.76,202504,500,35,5,2011,부산광역시,남구,대연동
부산광역시 사하구 하단동,604-10,604,10,세인,월세,14.53,202504,200,28,4,2014,부산광역시,사하구,하단동
부산광역시 금정구 부곡동,9-6,9,6,영남하우스,월세,19.98,202504,"1,000",32,2,2013,부산광역시,금정구,부곡동
